,number,sentences
99,pl,ಉತ್ತರ ಕೇರಳದಲ್ಲಿ ಒಂದು ವೇಳೆ ನೀವು ಆಲಪ್ಪುಶ ರೀತಿಯ ವಾತಾವರಣ ನೋಡಲು ಬಯಸಿದರೆ ಪಡನ್ನ ಹೋಗಿ .
100,pl,ಬೆಟ್ಟ ಮಂದಿರದ ಎತ್ತರ ಸಮುದ್ರ ತಳದಿಂದ 21400 ಅಡಿ ಹಾಗೂ ನೆಲೆಯಿಂದ ಮೇಲಿನವರೆಗೆ 61 ಮೀಟರುಗಳು ಇವೆ .
101,pl,ಬೆಟ್ಟ ಮಂದಿರದಲ್ಲಿ ಪ್ರತಿದಿನ ಬೆಳಿಗ್ಗೆ :- ಸಂಧ್ಯಾ ವಿಧಿ ವಿಧಾನ ಆರತಿ - ಪೂಜೆಗಳು ನಡೆಯುತ್ತವೆ .
102,sg,ಬೆಟ್ಟ ಮಂದಿರದಲ್ಲಿ ಸಂಪೂರ್ಣವಾಗಿ ರಾಂಚಿಯ ದೃಶ್ಯ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತದೆ .
103,sg,ಮಕ್ಲುಸ್ಕಿಗಾಂಜ್ ನ ಬಗ್ಗೆ ಹೇಳಲಾಗುತ್ತದೆ ಏನೆಂದರೆ 20ನೇ ಶತಮಾನದಲ್ಲಿ ನೆಲೆಗೊಂಡಿರುವ ನಗರಗಳಲ್ಲಿ ಈ ಆಧುನಿಕತೆ ಮತ್ತು ಪಾರಂಪರಿಕ ಸಂಯೋಜನೆ ಇರುವ ತಮ್ಮೆಲ್ಲಾರ ವಿಶಿಷ್ಟ ಸ್ಥಳ ಆಗಿದೆ .
104,,"ಮಕ್ಲುಸ್ಕಿಗಾಂಜ್ ನಲ್ಲಿ ಆಂಗ್ಲೋ - ಇಂಡಿಯನ್ ಸಮುದಾಯದ ಜನರ ನೆಲೆ ಆಗಿದೆ , ಅದನ್ನು 1923ರಲ್ಲಿ ಇಟಿ ಮಕ್ಲುಸ್ಕಿಯ ಕನಸನ್ನು ನನಸು ಮಾಡಲು ನಿರ್ಮಿಸಲಾಯಿತು ."
105,sg,ಪ್ರಕೃತಿಯ ಚಿತ್ರಮಯವಾದ ಕಣಿವೆಗಳಲ್ಲಿ ನೆಲೆಸಿರುವ ಮಕ್ಲುಸ್ಕಿಗಾಂಜ್ ನಗರದಲ್ಲಿ ಇಂದಿಗೂ ಕೂಡ ಅನೇಕ ಆಂಗ್ಲೊ ಇಂಡಿಯನರು ಭಾರತೀಯ ಪರಿಸರದ ಜೊತೆ ಉಳಿದಿದ್ದಾರೆ .
106,sg,ಜಗನ್ನಾಥರವರ ಇದು ಏಕಮಾತ್ರ ಮಂದಿರ ಆಗಿದೆ .
107,sg,ಜಗನ್ನಾಥಪುರದ ಸ್ಥಾಪನೆ ಕ್ರಿ. ಶ. 1691ರಲ್ಲಿ ಠಾಕೂರ್ ಏನಿಷಾರ ಮೂಲಕ ಮಾಡಲಾಗಿತ್ತು .
108,sg,ಜಗನ್ನಾಥಪುರದ ಸ್ಥಾಪನೆ ರಾಂಚಿ ನಗರದಲ್ಲಿಯೇ ದಕ್ಷಿಣದ ದಿಕ್ಕಿನಲ್ಲಿ ಇದೆ .
109,sg,ಪುರಿ ಮಂದಿರದ ಸಾಲಿನಲ್ಲಿ ಜಗನ್ನಾಥಪುರದಲ್ಲಿ ಕೂಡ 100 ಅಡಿ ಎತ್ತರದ ಮಂದಿರದ ನಿರ್ಮಾಣ ಮಾಡಲಾಗಿದೆ .
110,sg,ಜಗನ್ನಾಥಪುರ ಮಂದಿರದಿಂದ ಅರ್ಧ ಕಿ. ಮೀ. ದೂರದಲ್ಲಿ ಮೌಸಿಬಡಿಯ ನಿರ್ಮಾಣ ಮಾಡಲಾಗಿದೆ .
111,sg,ರಥ ಯಾತ್ರೆಯ ಸಮಯ ಮೌಸಿಬಡಿಯಲ್ಲಿ ಬೃಹತ್ ಉತ್ಸವ ನಡೆಯುತ್ತದೆ .
112,sg,ರಾಂಚಿ - ಖುಂಟಿ ಮಾರ್ಗದಲ್ಲಿ ಹಟಿಯದಿಂದ ಮುಂದೆ ಬಿರ್ಸಾ ಮೃಗ ವಿಹಾರ ವಿಶೇಷವಾಗಿ ಜಿಂಕೆಗಳಿಗಾಗಿ ಆಶ್ರಯ ಸ್ಥಳ ರೂಪದಲ್ಲಿ ಅಭಿವೃದ್ಧಿ ಮಾಡಲಾಗಿದೆ .
113,sg,ಬಿರ್ಸಾ ಮೃಗ ವಿಹಾರದಲ್ಲಿ ನೀವು ಕಾಲುದಾರಿಯ ರಸ್ತೆಯಿಂದ ಸಂಚರಿಸುತ್ತಾ ಮುಕ್ತ ಆಕಾಶದಲ್ಲಿ ಜಿಂಕೆಗಳು ಹಿಂಡಿನಲ್ಲಿ ನೆಲೆಸುವಂತೆ ಮಾಡಬಹುದು .
114,sg,ಬಿರ್ಸಾ ಮೃಗ ವಿಹಾರ ರಾಂಚಿ ನಗರದಿಂದ 20 ಕೀ. ಮೀ. ದೂರ ಕಾಂಚಿ ನದಿಯ ದಡ ಕಾಳಿಮಟಿ ಗ್ರಾಮದಲ್ಲಿ ಇದೆ .
115,sg,ಅಂಗ್ರಬಾಡಿಯನ್ನು ಅಮರೇಶ್ವರ ಧಾಮ ಎಂದೂ ಕರೆಯಲಾಗುತ್ತದೆ .
116,sg,ಅಮರೇಶ್ವರ ಧಾಮ ಖುಟಿಯ ಹತ್ತಿರ ಇದೆ .
117,,ಅಮರೇಶ್ವರದಲ್ಲಿ ಮಾವಿನ ಮರದ ಕಾಂಡದಿಂದ ಶಿವಲಿಂಗ ಹೊರಹೊಮ್ಮಿತ್ತು ಎಂದು ಹೇಳಲಾಗುತ್ತದೆ .
118,sg,"ಶಿವನ ಹೊರತು , ಗಣೇಶ , ಹನುಮಾನ್ ಹಾಗೂ ರಾಮ - ಸೀತೆಯರ ಮೂರ್ತಿಗಳು ಕೂಡ ಅಮರೇಶ್ವರದಲ್ಲಿ ಸ್ಥಾಪನೆ ಮಾಡಲಾಗಿದೆ ."
119,,ಅಮರೇಶ್ವರದಲ್ಲಿ ಒಂದು ದುರ್ಗ ಮಂದಿರದ ನಿರ್ಮಾಣ ಆಗುತ್ತಿದೆ ಅದು ತುಂಬಾ ಭವ್ಯ ಆಗಿದೆ .
120,sg,ಅಮರೇಶ್ವರದಲ್ಲಿನ ದುರ್ಗ ಮಂದಿರದ ಗುಮ್ಮಟದ ಎತ್ತರ 198 ಅಡಿ ಆಗಿದೆ .
121,sg,ರಾಂಚಿಯಿಂದ 40 ಕಿ. ಮೀ. ದೂರ ರಾಂಚಿ - ಟಾಟಾ ಮಾರ್ಗದಲ್ಲಿ 10ನೇ ಜಲಪಾತ ತೈಮರ ಘಾಟಿಯ ಹತ್ತಿರ ಕಂಚಿ ನದಿಯಲ್ಲಿ ನಿರ್ಮಾಣ ಆಗಿದೆ .
122,sg,ಕಾಂಚಿ ನದಿಯಲ್ಲಿ 144 ಅಡಿ ಎತ್ತರದ ಜಲಪಾತದ ನಿರ್ಮಾಣ ಆಗುತ್ತದೆ .
123,sg,ರಾಂಚಿ ಸರೋವರವನ್ನು ಜನರು ದೊಡ್ಡ ಕೊಳದ ಹೆಸರಿನಿಂದ ತಿಳಿಯುತ್ತಿದ್ದರು .
124,sg,100 ಎಕರೆಯಲ್ಲಿ ಹರಡಿದೆ ಈ ಕೊಳ .
125,sg,ರಾಂಚಿ ಸರೋವರದಲ್ಲಿ ಮೊದಲು ಹುಟ್ಟು ದೋಣಿ ನಡೆಸುತ್ತಿದ್ದರು .
126,sg,ರಾಂಚಿಯಿಂದ 35 ಕಿ. ಮೀ. ದೂರ ರಾಂಚಿ - ಟಾಟಾ ಮಾರ್ಗದಲ್ಲಿ ಬುಂಡುವಿನ ಹತ್ತಿರ ಸೂರ್ಯ ಮಂದಿರದ ಸ್ಥಾಪನೆ ಮಾಡಲಾಗಿದೆ .
127,sg,ಸೂರ್ಯ ಮಂದಿರದಲ್ಲಿ ಸೂರ್ಯನ ರಥದ ಆಕೃತಿಯನ್ನು ಕಟ್ಟಲಾಗಿದೆ .
128,pl,ಸೂರ್ಯ ಮಂದಿರದ ಸೌಂದರ್ಯದ ಕುರಿತು ಸ್ಥಳೀಯ ಬರಹಗಾರರು ಇದು ಕಲ್ಲಿನ ಮೇಲೆ ಬರೆದ ಕವಿತೆ ಎಂದು ಹೇಳುತ್ತಾರೆ .
129,sg,ಸೂರ್ಯ ಮಂದಿರ ಈಗ ನಿರ್ಮಾಣ ಪ್ರಕ್ರಿಯೆಯಲ್ಲಿ ಇದೆ .
130,sg,ಇತ್ತಿಚಿನ ವರ್ಷಗಳಲ್ಲಿ ಅಭಿವೃದ್ಧಿ ಪಡಿಸಲಾದ ನಕ್ಷತ್ರ ವನದ ನಡುವೆ ಇರುವ ಧನ್ವಂತರಿಯ ಪ್ರತಿಮೆ ಜನರ ಆಕರ್ಷಣೆಯ ಮುಖ್ಯ ಕೇಂದ್ರ ಆಗಿದೆ .
131,pl,ಸಾಮಾನ್ಯ ಜನ ನಕ್ಷತ್ರ ವನದಲ್ಲಿ ನೆಟ್ಟ ಔಷಧೀಯ ಸಸ್ಯಗಳನ್ನು ನೋಡುತ್ತಾ ಹಾಗೂ ಅವುಗಳನ್ನು ಗುರುತಿಸುವ ಫಲಕಗಳನ್ನು ಓದುತ್ತಾ ಮುಂದೆ ಸಾಗುತ್ತಾರೆ .
132,sg,ನಕ್ಷತ್ರಪುಂಜಗಳ ಬಗ್ಗೆ ವೈಜ್ಞಾನಿಕ ರೀತಿಯಿಂದ ಮಾಹಿತಿ ನೀಡಲು ನಕ್ಷತ್ರ ವನದ ಪರಿಸರದ ಮಕ್ಕಳು ಮತ್ತು ವಯಸ್ಕರು ಮನರಂಜನೆ ಮಾಡುವ ಜೊತೆ-ಜೊತೆ ಅವರು ವಿವರವಾದ ಮಾಹಿತಿಯನ್ನು ಒದಗಿಸುತ್ತಾರೆ .
133,pl,ನಕ್ಷತ್ರ ವನದಲ್ಲಿ ಬಹಳಷ್ಟು ಅಪರೂಪದ ಗಿಡ - ಮೂಲಿಕೆಗಳ ಸಸ್ಯಗಳು ಇವೆ .
134,sg,ಸೀತಾ ಜಲಪಾತ ಜಾರ್ಖಂಡಿನ ಒಂದು ಪ್ರಸಿದ್ಧ ಜಲಪಾತ ಆಗಿದೆ .
135,sg,ಸೀತಾ ಜಲಪಾತ ರಾಂಚಿಯಿಂದ 44 ಕಿ. ಮೀ. ದೂರದಲ್ಲಿ ಇದೆ .
136,,"ಸೀತಾ ಜಲಪಾತ 280 ಅಡಿಯ ಎತ್ತರದಿಂದ ಹೊರಚಿಮ್ಮುತ್ತದೆ , ಅದು ಪ್ರವಾಸಿಗರಿಗಾಗಿ ಆಕರ್ಷಣೆಯ ಕೇಂದ್ರ ಆಗಿದೆ ."
137,,ಜೆಮ್ ಶೆಡ್ ಪುರ ಪ್ರವಾಸಿಗರ ಆಕರ್ಷಕ ಸ್ಥಳ .
138,sg,ಜೆಮ್ ಶೆಡ್ - ಸ್ಟೀಲ್ ಸಿಟಿಯ ಹೆಸರಿನಿಂದ ಲೋಕಪ್ರಿಯವಾದ ಜೆಮ್ ಶೆಡ್ ಜಾರ್ಖಂಡಿನ ಪಶ್ಚಿಮ ಸಿಂಗ್ ಭೂಮಿಯಲ್ಲಿ ಇದೆ .
139,,"ಜೆಮ್ ಶೆಡ್ ಸ್ಥಾಪನೆ ದಿವಂಗತ ಜೆಮ್ ಶೆಡ್ ಟಾಟಾ ಮಾಡಿದ್ದರು , ನಂತರದಲ್ಲಿ ಸಂಸ್ಥಾಪನೆಯನ್ನು ಶ್ರದ್ಧಾಂಜಲಿ ನೀಡುವ ಸಲುವಾಗಿ 1919ರಲ್ಲಿ ಇದರ ನಾಮಕರಣ ಜೆಮ್ ಶೆಡ್ ಮಾಡಲಾಯಿತು ."
140,sg,ಛೋಟಾನಾಗ್ಪುರ್ ಪ್ರಸ್ಥಭೂಮಿ ಮೇಲೆ ಇರುವ ಜಮಶೊದ್ ಪುರ ಸುಂದರ ಡಲ್ಮ ಬೆಟ್ಟಗಳಿಂದ ಸುತ್ತುವರೆದಿವೆ .
141,pl,ಸುಂದರ ಜಮಶೊದ್ ಪುರ ನಗರದ ಈಶಾನ್ಯ ಮತ್ತು ವಾಯುವ್ಯ ಭಾಗಗಳಲ್ಲಿ ಕ್ರಮವಾಗಿ ಸುವರ್ಣರೇಖಾ ಹಾಗೂ ಖಡಕಯಿ ನದಿ ಹರಿಯುತ್ತವೆ .
142,sg,ಟಾಟಾನಗರದ ಹೆಸರಿನಿಂದ ಕೂಡ ಪ್ರಚಲಿತ ಜಮಶೊದ್ ಪುರಕ್ಕೆ ದೇಶದ ಮೊದಲ ಯೋಜನಾಬದ್ಧವಾಗಿ ಸ್ಥಾಪಿತ ನಗರ ಎಂಬ ಹೆಗ್ಗಳಿಕೆ ಕೂಡ ಪಡೆದಿದೆ .
143,sg,ಸ್ಥಳದಲ್ಲಿ ನಿರ್ಮಿತ ಸುಂದರ ಉದ್ಯಾನ ಮತ್ತು ಹಸಿರು ತುಂಬಿದ ತೋಟ ಜಮಶೊದ್ ಪುರದಲ್ಲಿ ನಿಲ್ಲುವವರಿಗೆ ಈ ಭಾಗಗಳಲ್ಲಿ - ಓಡಾಟದಿಂದ ತುಂಬಿದ ಜೀವನದಲ್ಲಿ ಒಂದು ಆಹ್ಲಾದಕರ ಸಂವೇದನೆಯನ್ನು ಒದಗಿಸಿ ಕೊಡುತ್ತದೆ .
144,pl,ಜಮಶೊದ್ ಪುರದಲ್ಲಿ ಅನೇಕ ಮನಮೋಹಕ ಪ್ರವಾಸಿ ಸ್ಥಳಗಳು ಇವೆ .
145,sg,ಟಾಟಾ ಸ್ಟಿಲ್ ಕಂಪೆನಿ ಮೂಲಕ ತನ್ನ ಸುವರ್ಣ ಮಹೋತ್ಸವ ವರ್ಷದಲ್ಲಿ ಜಮಶೊದ್ ಪುರದ ಜನರಿಗೆ ಉಡುಗೊರೆ ಸ್ವರೂಪದಲ್ಲಿ ನೀಡಲಾದ ಜುಬ್ಲಿ ಪಾರ್ಕ್ 225 ಎಕರೆ ಪ್ರದೇಶದಲ್ಲಿ ಹರಡಿದೆ .
146,,"ಹಚ್ಚ ಹಸಿರಿನಿಂದ ತುಂಬಿದ ಗಿಡ ಮರಗಳು , ಹೂವಿನ ತೋಟ , ಕೃತಕ ಬೆಳಕನ್ನು ಹೊಂದಿದ ಕಾರಂಜಿ ಸುಸಜ್ಜಿತ ಜುಬ್ಲಿ ಪಾರ್ಕಿನ ಒಂದು ವಿಶಿಷ್ಟ ಆಕರ್ಷಣೆ ಆಗಿದೆ ಅದು ಎಲ್ಲವೂ ಪ್ರವಾಸಿಗರ ಹೃದಯದಲ್ಲಿ ಹಾಗೆಯೇ ಉಳಿದು ಕೊಳ್ಳುತ್ತದೆ ."
147,sg,ಜುಬ್ಲಿ ಪಾರ್ಕೀನ ವರ್ಣ ನಿರಾಲಿ ಆಗಿದೆ .
148,pl,ಜುಬ್ಲಿ ಪಾರ್ಕೀನಲ್ಲಿ ಸುತ್ತಾಡಿದವರು ಪುನಃ ಇಲ್ಲಿಗೆ ಬರಲು ಬಯಸುತ್ತಾರೆ .
149,sg,ಜುಬ್ಲಿ ಪಾರ್ಕೀನ ಕುರಿತು ಅತ್ಯಂತ ಒಳ್ಳೆಯ ಮಾತು ಇದು ಆಗಿದೆ ಏನೆಂದರೆ ನಗರದ ಯಾವುದೇ ಭಾಗದಿಂದ ಇಲ್ಲಿಗೆ ಸುಲಭದಿಂದ ತಲುಪಬಹುದಾಗಿದೆ .
150,,ಟಾಟಾ ಸ್ಟೀಲ್ ಜಿಯೊಲಾಜಿಕಲ್ ಪಾರ್ಕ್ -
151,sg,ಖಡಕಯಿ ಹಾಗೂ ಸುವರ್ಣರೇಖಾ ನದಿಗಳ ಸಮೀಪ ಇರುವ ಸಫಾರಿ ಪಾರ್ಕ್ ಪ್ರವಾಸಿಗರಿಗೆ ಅರಣ್ಯ ವಿಭಾಗದಲ್ಲಿ ಸುತ್ತಾಡಿದ ಅನುಭವವನ್ನು ನೀಡುತ್ತದೆ .
152,sg,ಸಫಾರಿ ಪಾರ್ಕಿನಲ್ಲಿ ವಿಭಿನ್ನ ಪ್ರಕಾರದ ವಿವಿಧ ಜಾತಿಗಳ ಪಶು - ಪಕ್ಷಿಗಳು ಮುಕ್ತವಾಗಿ ಪ್ರಯಾಣ ಮಾಡುವುದು ಕಂಡುಬರುತ್ತದೆ .
153,sg,ವನಸ್ಪತಿ ಹಾಗೂ ಜೀವಿಗಳು ಹೇರಳ ಆಗಿರುವ ಕಾರಣ ಸಫಾರಿ ಪಾರ್ಕ್ ಮೃಗಾಲಯ ಒಂದು ಪ್ರಾಕೃತಿಕ ಶೈಕ್ಷಣಿಕ ಕೇಂದ್ರ ಕೂಡ ಆಗಿದೆ .
154,sg,ಜುಬ್ಲಿ ಸರೋವರದ ಶಾಂತಾ ನೀರಿನಲ್ಲಿ ದೋಣಿವಿಹಾರ ಅತ್ಯಂತ ಸಂತೋಷಕರ ಆಗುತ್ತದೆ .
155,pl,"ಟಾಟಾ ಸ್ಟೀಲ್ ಜಿಯೊಲಾಜಿಕಲ್ ಪಾರ್ಕೀನ ಅಡಿಯಲ್ಲಿ ಸಫಾರಿ ಪಾರ್ಕ್ , ಶೈಕ್ಷಣಿಕ ಕೇಂದ್ರ , ದೋಣಿವಿಹಾರ , ಪಿಕ್ನಿಕ್ , ಟಾಗೋರ್ ಸೊಸೈಟಿ , ಸ್ಕೂಲ್ ಆಫ್ ಆರ್ಟ್ಸ್ ಇತ್ಯಾದಿ ಸಂಸ್ಥೆಗಳು ಇವೆ ."
156,sg,ಪ್ರಕೃತಿಯ ಚಿತ್ರಸಾದೃಶ ವಾತಾವರಣದಲ್ಲಿ ಒಂದು ವೇಳೆ ನೀವು ಸ್ತಬ್ಧ ಕ್ಷಣ ಬಯಸಿದರೆ ಟಾಟಾ ಸ್ಟೀಲ್ ಜಿಯೊಲಾಜಿಕಲ್ ಪಾರ್ಕ್ ನಿಮಗಾಗಿ ಒಂದು ಉಪಯುಕ್ತ ಸ್ಥಳ ಆಗಿದೆ .
157,,ಡಿಮ್ನ ಲೇಕ್ ಹಾಗೂ ಸರೋವರ -
158,sg,ನಗರದ ವ್ಯಾಪ್ತಿಯಿಂದ 13 ಕೀ. ಮೀ. ದೂರದಲ್ಲಿ ದಾಲ್ಮಾ ಬೆಟ್ಟದ ತಳದಲ್ಲಿ ಹೂ - ಎಲೆ ಮತ್ತು ಪರ್ವತಗಳಿಂದ ಆವೃತ ಆಗಿರುವ 60 ಅಡಿ ಆಳದ ಡಿಮ್ನ ಲೇಕ್ ಒಂದು ಮನೋಹರವಾದ ಸರೋವರ ಆಗಿದೆ .
159,sg,ಡಿಮ್ನ ಲೇಕ್ ದೋಣಿವಿಹಾರ ಮತ್ತು ಪಿಕ್ನಿಕ್ ಮನವೊಲಿಸುವವರ ನೆಚ್ಚಿನ ಸ್ಥಳ ಆಗಿದೆ .
160,sg,ದೋಮುಹನಿಯ ಹೆಸರಿನಿಂದ ಜನಪ್ರಿಯವಾದ ಈ ಸ್ಥಳ ಎರಡು ನದಿಗಳ ಖಡಕಯಿ ಹಾಗೂ ಸುವರ್ಣರೇಖಾ ನದಿಗಳ ಆಕರ್ಷಕ ಸಂಗಮ ಆಗಿದೆ .
161,sg,ದೋಮುಹನಿ ನಗರದ ವಾಯವ್ಯ ಭಾಗದಲ್ಲಿ ಇದೆ .
162,sg,ಘಾಟ್ಸೀಲಾ ಪಟ್ಟಣದ ಉತ್ತರೋತ್ತರ ಭಾಗದಲ್ಲಿ ಇರುವ ಸಣ್ಣ ಫುಲ್ದುಂಗ್ರಿ ಬೆಟ್ಟದಿಂದ ಅಲೆಯಲೆ ಆದ ಬೆಟ್ಟಗಳು ಹಾಗೂ ಹಸಿರು - ತುಂಬಿದ ಕಣಿವೆಗಳ ದೃಶ್ಯೀಕರಣ ಮಾಡಬಹುದಾಗಿದೆ .
163,sg,ಬಂಧೋಪಾಧ್ಯಾಯ ಆಗ ಘಾಟ್ಸೀಲಾ ಬಂದಿದ್ದರು ಆದರೆ ಇಲ್ಲಿಯ ಪ್ರಾಕೃತಿಕ ಹಾಗೂ ನೈಸರ್ಗಿಕ ಸುಂದರ ದೃಶ್ಯ ನೋಡಿ ಮಂತ್ರಮುಗ್ದ ಆಗಿದ್ದರು .
164,sg,ಪರ್ವತಾರೋಹಿಯಾರಿಗಾಗಿ ಫುಲ್ದುಂಗ್ರಿ ಬೆಟ್ಟ ಆಕರ್ಷಣೆಯ ಕೇಂದ್ರ ಆಗಿದೆ .
165,,"ಘಾಟ್ಸೀಲಾದ ರಾಂಕಿಣೀ ಮಂದಿರ ಕೂಡ ಬಹಳ ಪ್ರಸಿದ್ಧ ಆಗಿದೆ , ಅದು ನದಿ ಕಿನಾರೆ ಮತ್ತು ಬೆಟ್ಟಗಳ ನಡುವೆ ಇದೆ ."
166,sg,ರಾಂಕಿಣೀ ಮಂದಿರದಲ್ಲಿ ನೌಕಾಯಾನದ ಸೌಲಭ್ಯ ಕೂಡ ಲಭ್ಯ ಇದೆ .
167,,"ಬಂಧೋಪಾಧ್ಯಾರವರು ಘಾಟ್ಸೀಲಾವನ್ನು ಆ ರೀತಿಯ ಶಬ್ದಗಳಲ್ಲಿ ಉಳಿಸಿದರು , ಅದು ಇಂದಿಗೂ ಕೂಡ ಜನರ ಮನಸ್ಸಿನ ಮೇಲೆ ಅಂಕಿತ ಆಗಿದೆ ಮತ್ತು ಅವರನ್ನು ಗೌರವದ ಅರ್ಥದಲ್ಲಿ ನೀಡುತ್ತದೆ ."
168,,ದಾಲ್ಮಾ ವನ್ಯಜೀವಿ ಅಭಯಾರಣ್ಯ -
169,,"195 ಕಿ. ಮೀ. ಚದರ ಪ್ರದೇಶದಲ್ಲಿ ಹರಡಿದ ಅರಣ್ಯ ಹೊಂದಿದ ದಾಲಂ ವನ್ಯಜೀವಿ ಅಭಯಾರಣ್ಯದಲ್ಲಿ ಕಾಡಾನೆ , ಜಿಂಕೆ , ಕರಡಿ , ಚಿರತೆ , ಹುಲಿ , ಮುಳ್ಳುಹಂದಿ ಅಂತಹ ಪ್ರಾಣಿಗಳನ್ನು ಮುಕ್ತವಾಗಿ ಸಂಚರಿಸುತ್ತಿರುವುದನ್ನು ನೋಡಬಹುದಾಗಿದೆ ."
170,sg,ದಾಲ್ಮಾ ವನ್ಯಜೀವಿ ಅಭಯಾರಣ್ಯದ ಪ್ರವಾಸ ಉತ್ಸಾಹದಿಂದ ತುಂಬಿದೆ .
171,,ಈಚಗ್ಢ್ ನ ಪಾಶ್ವನಾಥ ಮಂದಿರ -
172,sg,ಈಚಗ್ಢ್ ಬ್ಲಾಕ್ ಇರುವ ದೇವಲ್ ಟಾಮ್ಡನ ಪ್ರಾಚೀನ ಪಾಶ್ವನಾಥ ಮಂದಿರದ ಪ್ರಮುಖ ವಿಶೇಷತೆ ಮಂದಿರದ ತುದಿಯಲ್ಲಿ ಇರುವ ಕಲಶ ಆಗಿದೆ .
173,pl,ಗ್ರಾಮೀಣ ಈಚಗ್ಢ್ ಊರನ್ನು ದೇವಲ್ ಹೇಳುತ್ತಾರೆ .
174,sg,ಬಹುಶಃ ಇದಕ್ಕಾಗಿ ಈ ಊರಿನ ಹೆಸರು ಕೂಡ ದೇವಲ್ ಟಾಮ್ಡ ಆಯಿತು .
175,sg,ಮಂದಿರದಲ್ಲಿ ಸ್ಥಾಪಿತ ಪಾಶ್ವನಾಥ ಮೂರ್ತಿ ಅತ್ಯಂತ ಪ್ರಾಚೀನ ಆಗಿದೆ .
176,sg,ಮಂದಿರದ ಸುತ್ತ ಮುತ್ತ ಹರಡಿದ ಕಲ್ಲು ಕೂಡ ಅಪರೂಪ ಮತ್ತು ಪುರಾತನ ಆಗಿದೆ .
177,sg,ಬೆಟ್ಟದ ತಳದಲ್ಲಿ ಇರುವ ಐತಿಹಾಸಿಕ ಹಳೆಯ ಬಾಬಾ ಮಂದಿರದಲ್ಲಿ ಪ್ರವಾಸಿಗರ ದಟ್ಟಣೆ ಇರುತ್ತದೆ .
178,,ಪೀಳಿಗೆಗಳ ನಂಬಿಕೆ ಉಳ್ಳ ಈ ಪಾಶ್ವನಾಥ ಮಂದಿರ ಪರಿಸರದಲ್ಲಿ ಪ್ರಾಚೀನ ಅವಶೇಷ ಬಿದ್ದಿವೆ ಅದು ಅಧ್ಯಯನಕ್ಕಾಗಿ ಬಹಳ ಮಹತ್ವಪೂರ್ಣ ಆಗಿದೆ .
179,sg,ಸುಂದರ ಹುಲ್ಲುಗಾವಲುಗಳಿಂದ ಸುತ್ತುವರೆದ ಸುವರ್ಣರೇಖಾ ವಿವಿಧೋದ್ದೇಶ ಯೋಜನೆ ಚಾಂಡಿಲ್ ಅಣೆಕಟ್ಟಿನ ಸುಂದರತೆಯ ಕಲ್ಪನೆಯನ್ನು ಮಾಡಬಹುದಾಗಿದೆ .
180,sg,ಸಾವಿರಾರು ಸಂಖ್ಯೆಯಲ್ಲಿ ಪ್ರವಾಸಿಗರು ಪ್ರತಿವರ್ಷ ಚಾಂಡಿಲ್ ಅಣೆಕಟ್ಟಿಗೆ ಸಂದರ್ಶನ ನಿಡಲು ಬರುತ್ತಾರೆ .
181,sg,ಚಾಂಡಿಲ್ ಅಣೆಕಟ್ಟಿನ ಸೂರ್ಯೋದಯ ಮತ್ತು ಸೂರ್ಯಾಸ್ತದ ದೃಶ್ಯ ನೋಡಿ ಮನಸ್ಸಿಗೆ ಶಾಂತಿ ನೀಡುತ್ತದೆ .
182,sg,ಅಣೆಕಟ್ಟಿನ ಸ್ಥಳದಲ್ಲಿಯೇ ಪುರಾತತ್ವ ವಸ್ತುಸಂಗ್ರಹಾಲಯ ಶೀಶ್ ಮಹಲ್ ಸಹ ದರ್ಶನೀಯ ಆಗಿದೆ .
183,sg,"ಶೀಶ್ ಮಹಲ್ ಸಂಗ್ರಹಾಲಯದಲ್ಲಿ ಅಣೆಕಟ್ಟಿನ ಅಗೆತದ ಸಮಯದಲ್ಲಿ ದೊರಕಿದ ಪ್ರಾಚೀನ ಅವಶೇಷ , ಮುಳುಗಡೆ ಪ್ರದೇಶದ ಊರಿನ ಅಪರೂಪ ವಸ್ತುಗಳನ್ನು ಸಂಗ್ರಹ ಮಾಡಲಾಗಿದೆ ."
184,pl,ಅವಶೇಷ 12ರಿಂದ 18ನೇ ಶತಮಾನದ್ದು ಆಗಿವೆ .
185,sg,ಟೆಲ್ಕೊ ಇರುವ ಹುಡ್ಕೊ ಲೇಕ್ ಕೂಡ ಜನರನ್ನು ಆಕರ್ಷಣೆ ಮಾಡುವಲ್ಲಿ ಸಮರ್ಥ ಆಗಿದೆ .
186,sg,ಪಿಕ್ನಿಕ್ ಆಚರಿಸುವವರಿಗೆ ಹುಡ್ಕೊ ಲೇಕ್ ತಾಣ ಯಾವಾಗಲೂ ಆಕರ್ಷಣೆ ಮಾಡುತ್ತಾ ಇರುತ್ತದೆ .
187,sg,ಜೊತೆಯಲ್ಲಿಯೇ ಘಾಟ್ಸೀಲಾ ನಗರದಲ್ಲಿ ಭುವನೇಶ್ವರಿ ಮಂದಿರವು ಕೂಡ ಒಂದು ವಿಶಿಷ್ಟ ಗುರುತು ಆಗಿದೆ .
