bshift,sentences
0,اینگلو انڈین پریس نے خصوصاً دیسی صحافت کے راستے میں ہر ممکنہ رکاوٹ کھڑی کر کے اس کی ترقی کو روکنے کی کوشش کی ۔
0,اس وقت کی ہندی صحافت کا فروغ متعدد معاشی وجوہات سے نہیں ہو پا رہا تھا ۔
1,سرکار انھیں اخبار و رسائل کو معاشی دیتی مدد تھی جو اس کی حمایت کرتے تھے ۔
0,پولس اور جج بھی اپنے گندے اور پہلے سے طےشدہ طریقوں کو مدیروں کے خلاف استعمال کرنے سے کبھی ہچکتے نہیں تھے ۔
1,ان کے ذریعہ مدیر ہمیشہ شک سے جاتے دیکھے تھے اور ان پر الزام لگایا جاتا تھا کہ وہ حکومت مخالف مضمون لکھتے ہیں ۔
1,حقیقت میں یہ ہندوستانی عوام کی تکلیفوں کو اپنے مضامین میں رہے دکھا تھے ۔
0,مثال کے لئے میرٹھ کے کلیکٹر نے ` میرٹھ گزٹ ` کو مذکورہ اسباب سے ہی بند کر دیا تھا ۔
0,جب کبھی کوئی اخبار تلخیوں کے متعلق لکھتا تو اس کے مدیر کو جرمانہ اور سزا دونوں بھگتنا پڑتا ۔
0,بھارتیندو ہریش چند نے جہاں اپنی زندگی میں ۱۷ ڈرامہ ، ۳ ناول ، ایک مضمون اور متعدد شعری مجموعے لکھے ، وہیں انھوں نے ` ہریشچنسدریکا ، ` کوی _ وچن سدُدھا ` اور ` بالا بودھنی ` نامی تین اخبارات کی ادارت بھی کی ۔
0,جناب بالمکند گپت نے لکھا ہے کہ ` کوی _ وچن سُدھا ` جب پندرہ_روزہ ہوکر سیاست سے متعلق اور دیگر مضامین آزادی کے جذبے سے شائع کرنے لگی تو بڑی تحریک چلی ۔
0,بھارتیندو جی آنرری مجسٹریٹ مقرر کئے گئے تب بھی وہ نڈر ہوکر لکھتے رہے ۔
0,عوام میں ان کے اخبارات کی عزت ہونے لگی ۔
0,اسی طرح آچاریہ مہاویرپرساد دیویدی کے ناقابل _ فراموش تعاون کو بھی ہندی اخبارات کبھی نہیں بھلا سکتی ۔
0,آچاریہ دیویدی جی نے ` سرسوتی ` کے جنوری ۱۹۰۴ کے شمارے میں ` مدیروں کے لئے اسکول ` جون ۱۹۰۷ میں ` مدیرانہ لیاقت ` اور فروی ۱۹۰۹ میں ` امریکہ میں عمدہ _ ترین مدیر ` عناوین پر جو تبصرے لکھے ہیں ان میں کامیاب مدیر بننے کے لئے لازمی لیاقت اور تعلیم کا ذکر ہے ۔
1,آچاریہ مہاویرپرساد ایک دیویدی نڈر مدیر ، انصاف _ پسند تنقید _ نگار ، ذمہ _ دار مصلح اور محنتی مضمون _ نگار تھے ۔
0,ان کا مدبرانہ مدیر ان کے جذباتی ادیب پر حاوی رہا ۔
0,انومودن کا انت ، سمپادک کی ودائی ، ماگھ کا پربھات ورڑن ، دمینتی کا چندرپالمبھ وغیرہ مضامین میں ان کے جذباتی اسلوب کا مظاہرہ ہوتا ہے ۔
0,نامہ_نگار سے کہیں زیادہ کی توقع ہوتی ہے ۔
1,یہ تبھی ہے ممکن جب اسے موضوع کی مکمل جانکاری ہو ۔
0,نامہ_نگار کو کانفرنس کے انعقاد کے پیچھے کا مقصد پتہ ہو ۔
0,تیکھے سوالات کو استحکام و شائستگی اور شیریں بیانی کا لیپ لگا کر پوچھنے کی صلاحیت ہو ۔
0,شکل و طرز عمل کو سمجھنے کی عقل ہو ۔
0,بحث میں نہیں الجھنے کا مثبت عزم ہو ۔
0,خبر کے اہم پہلووں کی قوت شامّہ ہو ۔
0,ٹکرانے والے ٹالنے والے جوابوں سے بغیر ہمت کے ہارے کسی بھی قیمت پر سچ اگلوانے میں کامیابی پانے کا مکمل ارادہ ہو ۔
1,یہ صلاحیت سے تجربوں بھی لائی جا سکتی ہے ۔
0,کئی مرتبہ پہلے سے تیاری کا موقع نہیں ملتا ۔
0,پھر بھی صحافی لاعلم تو ہوتا نہیں اسلئے اسے دقت نہیں ہوتی ۔
0,لیکن اگر منتظم یا موضوع کی جانکاری پہلے سے نہیں ہو سکے تو وہاں جا کر اپنی تیز ذہنی سے کچھ پتا کر لینا چاہیئے ۔
0,پھر جو تحریری بیان ملے اسے جھٹ پٹ دھیان سے پڑھ و سمجھ لینا چاہیئے ۔
1,اس کی بنیاد عقلمند پر سوال سوچ سمجھ کر تیار کر داغ دینا چاہیئے ۔
1,تو پھر سلسلہ صحیح شروع ہو جائیگا اور راستے اپنے آپ بنتے جائینگے ۔
0,پریس کانفرنسوں میں ہر صحافی کو فقط جسمانی طور سے ہی نہیں ، بلکہ ذہنی روپ سے بھی موجود رہنا چاہیئے ۔
0,وقت سے پہلے پہنچنے کے بھی اپنے فوائد ہیں ۔
0,اس وقت کا مناسب استعمال آپ تال_میل بٹھانے میں کر سکتے ہیں ۔
1,اسی طرح کانفرنس کے اختتام کے بعد بھی اگر بہت دیر نہیں ہو رہی تو ہو فوراً بھاگنا مفید نہیں ہوتا ۔
0,بعد میں غیررسمی بات - چیت میں کئی بار خصوصی جانکاری یا خصوصی خبر کا سراغ مل جاتا ہے ۔
0,پرکھنے کی صلاحیت صحافی کی بھاری صفت ہے ۔
1,بال کی نکالنے کھال کی مہارت بھی کئی بار دکھانی پڑتی ہے ۔
0,اکثر دوردرشن پر وزیراعظم یا کسی دیگر انتہائی خاص شخص یا پریس کانفرنس دیکھ کر ناظرین و سامعین کا ردعمل ہوتا ہے کہ ` مزہ نہیں آیا ` ۔
0,اس کے لئے ہم صحافی بھی کم مجرم نہیں ہیں ۔
1,ہم پوری تیار طرح ہو کر نہیں جاتے ۔
0,کئی ایسی خبریں ہونگی جن پر اچھے سوال بن سکتے ہیں ۔
0,کبھی ایسا بھی ہو سکتا ہے کہ اسی دن کی شائع خبر پر کوئی دوسرا نامہ_نگار سوال داغ رہا ہو ۔
0,ایسی حالت میں اگر شائع خبر کی جانکاری نہیں ہوگی تو سوال و جواب پلّے کہاں سے پڑیگا ۔
0,پریس کانفرنس میں اپنا علم بگھارنے یا تقریر جھاڑنے کی عادت ٹھیک نہیں ہے ۔
1,کم سے کم الفاظ مناسب میں مناسب سوال پوچھ کر صبر کے ساتھ جواب سننے کی عادت ڈالنی چاہیئے ۔
0,ہم وہاں خبر لے جاتے ہیں دوسروں کو کیا کرنا چاہیئے کیا نہیں کرنا چاہیئے یہ بتانے کا ذمہ ہمارا نہیں ہے ۔
0,ہمارا محض ایک ہدف ہے خبر نکال کر اسے قابل قراءت زبان میں تیار کر قارئین تک پہنچانا ۔
0,حقایق دمدار ہونگے تو وہ خود بولینگے ۔
0,پریس کانفرنس میں صحافیوں کو اپنے کام سے کام رکھنا چاہیئے ۔
0,فالتو کا مشورہ دینے سے بچنا چاہیئے ۔
0,صحافی اگر کسی خاص علاقے کے اخبار کی نمائندگی کر رہا ہے تو اسے قومی رہنما کے پریس کانفرنس میں اپنے جواب حاصل کرنا چاہیئے ۔
1,مقامی اخبار ہر قاری کو قبول ہے ہوتا ۔
0,ہماری بستی کی چھوٹی سے چھوٹی بات ہمارے لئے دنیا کے دوسرے کنارے کی بڑی سے بڑی بات سے زیادہ اہم ہے ۔
1,نامہ_نگار کا کانفرنس اکثر میں سوالوں کو ٹالنے کا رویہ ہوتا ہے ۔
1,اسے کوئی بھی اصلی صحافی بآسانی قبول نہیں ۔ کریگا
0,وہ اپنا تیز دماغ کا معقول جواب پا کر ہی دم لےگا ۔
0,کچھ تحفہ اور نقد رقم دے کر بھی نامہ_نگار کو خریدنے کی کوشش کرتے ہیں ۔
0,سب اس پر منحصر کرتا ہے کہ وہ کس اخبار کا نامہ_نگار ہے اس کا کتنا اثر اس انتخابی علاقہ پر پڑتا ہے ۔
0,اگر وہ اخبار اس انتخابی حلقہ میں زیادہ پڑھا جاتا ہے تو دباو زیادہ ہوگا کم پڑھا جاتا ہے تو کم ہوگا ۔
1,اس کی پیشہ_ورانہ بےبسی ہے کہ وہ مختلف طرح کے لوگوں سے تعلق مسلسل رکھے ۔
0,ان تعلقات کو نبھانے کا ایک دباو بھی نامہ_نگار پر رہتا ہے ۔
0,ذاتیات میں آپ یقین بھلے نہ کریں اگر اتفاق سے آپ کی اور امیدوار کی ذات ایک ہے تو ذات کی بنیاد پر متاثر کرنے کی کوششیں ہونگی ۔
1,پھر آج کے زمانے میں یہ ممکن نہیں ہے کہ غیرجانبدار سے غیرجانبدار نامہ_نگار کا کوئی سیاسی بھی جھکاو نہ ہو ۔
0,کئی مرتبہ اس طرح کے دباووں کا بھی سہارا لیا جاتا ہے ۔
0,لیکن اعتماد بنائے رکھنے سے اندرونی روابط کے کھونے کا ڈر ہوتا ہے ۔
1,کیسی باتیں کرتی ہے تو ، بھائی بہن کے اور بہن بھائی کام کے نہیں آئے گی تو کون آئے گا ، بتا کیا کام ہے ؟
0,یہ ہے میری فرینڈ موہنی ، اسے تجھ سے کچھ کام تھا ۔
0,جی ، مجھے آپ کے سائیکولوجی کے نوٹس چاہیئے تھے ۔
0,اور اگر آپ خود پڑھا دیتے تو ۔۔۔
1,وہ کیا ہے کہ سکھانے میں کوئی پرابلم نہیں ہے ، دراصل ٹائم کا ہے پرابلم ۔
0,یہ تو مجھے دیکھتا ہی نہیں ۔
0,لگتا ہے نیکیتا کے بارے میں سوچ رہا ہے ،
0,اب کیا کریں ؟
1,سوچ کیا رہی ہو ! موہنی کود جاوء ۔
0,اگر وہ نہیں آیا تو ، تو کیا پیار میں جان دینے والی تاریخ بناتے ہیں ، کود جاو موہنی ! کود جاو ۔
0,آپ یہاں تیرنے کی پریکٹس کرنے آتی ہے یا ڈوبنے کی ، ایک آدھ بار اور کودیں گی تو ڈوبنے کی پریکٹس ہو جائے گی ۔
0,سیدھی کھڑی رہو تم ، صرف دو فٹ پانی میں ہو تم ، کب آئی تم ؟
1,ابھی ابھی - آئی ۔
1,میں تیراکی یہاں سکھاتا ہوں ۔
0,کتنوں کو ڈوبا چکے ہو تم ؟
0,یہی کوئی تیس چالیس کو ۔
1,تم یہاں کیسے ؟ آئی
1,بہت دنوں سے تیراکی نہیں کی تھی ، پتہ چلا تم یہاں تیراکی سکھاتے ہو ، سوچا پھر سے تیراکی شروع دوں کر ۔
1,کیوں نہیں ، کیوں ۔ نہیں
0,تم مجھے ڈائیونگ سکھا سکتے ہو ؟
0,ارے ، ڈائیونگ میں تو مجھے تین چار میڈل مل چکے ہیں ۔
0,تم لوگوں کا لنچ ہو گیا ؟
1,بس کا بھیّا انتظار ہو رہا ہے ۔
0,میں بھی بیٹھ جاؤں ؟
1,او بیٹھو نا تم ، نہیں بیٹھو گی تو ہمارے گلے سے کھانا کیسے اترے گا ۔
1,میں نے یہاں سوچا منّا ۔۔۔
0,جب منّا یہاں آئے گا تو سامنے بیٹھ کر ایک دوسرے کو کھانا کھلانا تو دونوں کو تسلی ہو جائے گی ۔
1,مجھے پہلے پتہ ہوتا یہاں کہ پر تم جیسی بیہودہ لڑکیاں ہیں ، تو میں یہاں کبھی نہیں آتی ۔
0,منا ! میں جا رہی ہوں ۔
0,کالج چھوڑ کر ؟
0,نہیں ، یہ شہر چھوڑ کر ۔
1,پاگل ایک لڑکی کی بکواس پر تم شہر چھوڑ دوگی ۔
0,اتنا ذلیل ہونے کے بعد میں کسی کو اپنا منھ دکھانے کے لایق نہیں رہی ہوں نا ۔
1,نیکیتا ! میں تمھیں کیسے سمجھاؤں کہ یہ سب اتنا سنجیدگی سے کی لینے ضرورت نہیں ہے ۔
0,یہ سب تم جتنا سوچتے ہو ، اس سے کہیں زیادہ سنگین ہے ، چلتا ہوں ۔
1,نیکیتا ! کب پھر ملو گی ۔
0,کبھی نہیں ۔
0,اتفاق سے کبھی نہیں ؟
0,اتفاق سے بھی نہِیں ۔
0,کیا نیکیتا چلی گئی ؟
1,میں تو اس سے معافی چاہتی مانگنا تھی ، کل نہ جانے میں اسے کیا کیا کہہ دیا ۔
0,یہ مجھ سے کیا ہو گیا منا ؟
0,میں خود جانتی تھی کہ میں کہہ رہی ہوں لیکن میں سمجھتی کہ میں تم سے پیار کرنے لگی ہوں ۔
0,مجھ سے ؟ ہاں منّا !
1,میں تم سے پیار کرتی ہوں اور تمھیں پانے لئے کے کچھ بھی کر سکتی ہوں ۔
0,مجھے یقین نہیں ہو رہا موہنی کہ کوئی لڑکی مجھ سے اتنا پیار کر سکتی ہے اور وہ بھی تمھارے جیسی لڑکی جس کے لئے کالج کا کوئی بھی لڑکا قتل تک کر سکتا ہے ۔
0,تم میرے لئے مسکرا دو وہی کافی ہے ۔
0,موہنی ! مجھے یقین نہیں ہو رہا ہے کہ پیار کی جس انجانی خوشبو میں ، میں بھٹک رہا ہوں وہ میرے اتنے قریب ہوگی ۔
0,تو منّا ! تم مجھے اپناؤگے ؟
0,ہاں موہنی ۔
0,ہیلو ، ہیلو موہنی جی ! میں آپ سے یہ کہنا چاہ رہا تھا منّا آپ کو بیوقوف بنا رہا ہے ۔
0,محض سو روپئے کی ایک شرط جیتنے کے لئے آپ کا استعمال کیا جا رہا ہے ، آپ کے جذباتوں سے کھیلا جا رہا ہے ۔
0,یہ کیا مذاق ہے ؟
1,اگر اپنے خیرخواہ پر نہیں بھروسہ ہو تو آج شام گولڈن گیٹ جا کر اپنی آنکھوں سے دیکھ لیجئے گا ۔
