,gender,sentences
203,any,ریڈیو صنعت کے لیے ایک اہم چیلنج ہے اس کے سامعین کی تعداد کا پتہ لگانا ۔
204,any,میڈیا اور تفریحی صنعت کے دیگر حصوں میں موسیقی ، گھر کے باہر تشہیر ، انٹرنیٹ اشتہار ، انیمیشن ، گیمنگ اور منظری اثر شامل ہیں ۔
205,m,ہندوستان میں موسیقی سے ملنے والی آمدنی کا ایک بڑا حصہ فلمی موسیقی سے آتا ہے ۔
206,any,آزاد موسیقی البموں کی فروخت کافی کم ہے ۔
207,m,ہندوستان میں اینیمیشن اور گیمنگ صنعت ۲۰۰۴ ۔ ۰۵ میں بڑھا ۔
208,any,چیلنج کے باوجود گیمنگ تیزی سے بڑھ رہا ہے ۔
209,,گیمنگ صنعت کے لیے سماجی نیٹورکنگ تحفہ ثابت ہوا ہے اور کئی آنلائن صارفین اس کے عادی ہو گئے ہیں ۔
210,,آجکل سماجی نیٹورکنگ کے تئیں بھی ایک زبردست رجحان ہے اور یہ بےتحاشہ بڑھ رہا ہے ۔
211,,یہ صارفین کو زیادہ بیدار بنا رہا ہے ۔
212,,ہندوستان میں مجموعی گھریلو مصنوعات میں اشتہارات کا حصہ صرف 0.53 فیصد ہے جبکہ امریکہ میں یہ 1.08 فیصد اور جاپان میں 0.09 فیصد ہے ۔
213,m,اس سے اشارہ ملتا ہے کہ ہندوستان میں اس شعبے میں اضافے کے بہت امکانات ہیں ۔
214,any,رانی نے کہا مجھے کسی بھی خان سے کوئی دقت نہیں ہے بلکہ تینوں خانوں سے میں نے بہت کچھ سیکھا ہے ۔
215,m,شاہ_رخ اور عامر نے مجھے بہت کچھ سکھایا ہے ۔
216,,شاہ_رخ ہمیشہ ہی بہت خوش_مزاج رہے ہیں اور ایک معاون ستارہ کے طور پر انہوں نے ہمیشہ مجھے سکھایا کہ بہتر کام کیسے کیا جائے ۔
217,,عامر تو میرے لیے استاد کی طرح رہے ہیں ۔
218,m,جب میں نے اپنی زندگی کی شروعات کی تھی تب انہوں نے میرے ہاتھ پکڑ کر مجھے سکھایا تھا کہ کس طرح اداکاری کی سیڑھی چڑھنی چاہئے ۔
219,,میں ان کے ساتھ تلاش فلم بھی کر رہی ہوں اور ابھی بھی مجھے لگتا ہے کہ مجھے اور بھی بہت کچھ سیکھنا ہے ان سے ۔
220,any,رانی نے سلمان کی تعریفوں کے پُل باندھے ۔
221,,انہوں نے کہا کہ سلمان خان میرے بہت اچھے دوست ہیں ۔
222,,تینوں خانوں کے ساتھ میری بہت اچھی اور الگ بونڈنگ ہے اور مجھے پتہ ہے کہ سبھی خان مجھے بہت پسند کرتے ہیں ۔
223,m,رانی مکھرجی نے اس سے پہلے عامرخان کے ساتھ غلام فلم میں کام کیا تھا ۔
224,,اس فلم سے لےکر اب تک عامر اور رانی کی زندگی نے بہت نشیب و فراز دیکھے ہیں ۔
225,m,دونوں اب کافی پختہ اور سلجھے ہوئے کردار نبھاتے ہیں ۔
226,,سلمان_خان کے ساتھ رانی نے ` چوری چوری چپکےچپکے ` فلم کی تھی اور شاہ_رخ کے ساتھ تو رانی کی جوڑی بالی_ووڈ کی کامیاب جوڑیوں میں سے ایک ہے ۔
227,m,` کچھ کچھ ہوتا ہے ` ، ` چلتےچلتے ` جیسی کامیاب فلموں میں دونوں نے کام کیا ہے ۔
228,m,اب سوال یہ اٹھتا ہے کہ رانی کی فلم ` ائییا ` کیا باکس_آفس پر بھیڑ جمع کر پائے_گی ۔
229,any,رانی کی یہ فلم ` ائییا ` اکتوبر میں جاری ہو رہی ہے ۔
230,,اچھی بات تو یہ کہ رانی کی فلم کے سامنے کسی بڑے ستارے کی فلم نہیں ہے ۔
231,f,ہاں ، پریتی_زنٹا کی فلم ` عشق ان پیرِس ` ضرور ان کی فلم سے مقابلہ کرے_گی ۔
232,,ویسے بھی رانی مکھرجی اور پریتی-زنٹا کی آپسی چشمک بالی_ووڈ میں کافی پرانی ہے اور اب ایک بار پھر دونوں آمنے سامنے ہیں ۔
233,any,اس وجہ سے دونوں کے مابین سخت مقابلہ ہونے کی امید ہے ۔
234,any,کرن_جوہر فلم صنعت کا وہ نام ہے ، جن کے ساتھ کام کرنے کے لیے ہر اداکار ترستا ہے ۔
235,m,آج وہ جس خان کو چاہیں ، اپنی فلم کا حصہ بنا سکتے ہیں ۔
236,m,وہ طویل عرصے تک یاد رکھی جانے والی فلموں کو ہی کامیاب مانتے ہیں ۔
237,m,اس سے پہلے اچھی کہانی کے ساتھ اچھی موسیقی کو بالی_ووڈ میں کامیابی کے لیے ضروری مانا جاتا تھا ۔
238,,اب اچھی اسکرپٹ کے ساتھ ساتھ مضبوط ہدایتکاری ہی اصلی طاقت ہے جس سے بڑے ستارے کے بغیر بھی آپ بالی_ووڈ پر حکومت کر سکتے ہیں ۔
239,any,کرن_جوہر کی فلم ` اسٹوڈنٹ_آف_دی_ایئر ` میں کوئی بڑا ستارہ نہیں ہے ۔
240,,تمام نئے چہرے ہیں لیکن فلم کے ساتھ کرن_جوہر کا نام منسلک ہونا ہی فلم کو اپنے آپ میں بڑا کر دیتا ہے ۔
241,any,اس میں مہیش_بھٹ کی بیٹی عالیہ ، ہدایتکار ڈیوڈدھون کا بیٹا ورون ، سدھارتھ_ملہوترا اور اداکار بومن_ایرانی کا بیٹا کایوج اداکاری کر رہے ہیں ۔
242,m,کرن کی فلم میں کاجول کا ہونا تقریباً ایک روایت بن گئی ہے ۔
243,any,کرن کا کہنا ہے کہ میں اس روایت کو نہیں توڑنا چاہتا کیونکہ میں عادتوں پر چلنے والا انسان ہوں ۔
244,,سلمان کے نام عید ہے ، شاہ_رخ کے نام دیوالی اور کرسمس کے آس - پاس عامر کی فلم ` تلاش ` آئے_گی ۔
245,,تو ان خانوں نے ایک طرح سے ہندوستانی تہواروں کا موسم اپنے نام کر لیے ہیں تو پھر باقی کے ہدایتکاروں کے لیے تو کہیں جگہ ہی نہیں بچی ہے ۔
246,,لے دے کر ۱۹ اکتوبر کی تاریخ بچی تھی جب کرن کو یہ فلم جاری کرنے کے لیے مجبور ہونا پڑا ۔
247,m,ہندوستانی فلم صنعت میں آج کروڑوں روپیوں کا سرمایہ لگا ہے ۔
248,m,اس میں لاکھوں لوگوں کو براہِ_راست یا بالواسطہ طور پر روزگار ملتا ہے ۔
249,any,اس سے بھی مختلف ، ہندوستان میں فلم صنعت کی پیدائش کی کہانی ہے ۔
250,any,ضرورت اس بات کی ہے کہ عوام سے جڑے مسائل اور ترقی کے عمل کی گہرائی میں جانے کی کوشش ہرایک صحافی کرے ۔
251,any,سطحی اطلاعات کو یکجا کرنے کا مطلب اگلدان بنانے جیسا ہے ۔
252,any,ہندوستانی اخباروں کی سب سے بڑی دقت یہ ہے کہ وہ آج بھی سیاست سے زیادہ متاثر ہوتے ہیں ۔
253,m,بیشتر مقام سیاسی نشیب و فراز سے جڑی خبروں کو دیا جاتا ہے ۔
254,,ہندوستانی صحافت کا آغاز کلکتہ سے مانا جاتا ہے ۔
255,m,یہ وہ وقت تھا جب انگریزی زبان کا علم ہونا اسے اپنایا جانا جدیدیت کی علامت کے لئے لازمی سمجھا جاتا تھا ۔
256,,ہندوستان میں اس جدیدیت اور نشاۃالثانیہ کی قیادت راجا رام موہن رائے نے کی جو ایک سماج مصلح اور ترقی_پسند نظریے والے آدمی تھے ۔
257,,برطانوی حکومت کے ذریعہ ہندوستان میں فن طباعت و صحافت کی راہ میں متعدد قسم کے رخنے پیدا ہونے کے باوجود ہندوستان میں صحافت کی بنیاد پڑی ۔
258,,حالانکہ یہ بات الگ ہے اور اپنے آپ میں حیران_کن ہے کہ ہندوستان میں صحافت کی بنیاد انگریزوں نے ہی ڈالی ۔
259,,اسی طرح اخباروں کی اشاعت کا آغاز تو ہوا لیکن پھر بھی انگریز حکومت کی انسدادی پالیسی شروع رہی ۔
260,m,وہ ہمیشہ ہی ہندوستان کی سرزمین سے نکلنے والے اخبارات کو شبہہ کی نظر سے دیکھتے تھے ۔
261,,انگریزوں کے اس شبہہ کے سبب ہندوستانی اخبارات کی آزادی پر متعدد حملے کئے گئے ۔
262,f,جن اخبارات کا عیسائی مشنری کے ذریعہ انتظام ہوا کرتا تھا ان کو برطانوی حکومت فروغ دیتی تھی ۔
263,m,اسی فروغ کے بل پر ہندی کے اہم مراکز سے بھی عیسائی اخبارات کی اشاعت و نشریات ہونے لگی ۔
264,,یہ مشنری اخبار عیسائی اخبارات کی عزت کرتے تھے اور ہندوستان کے ثقافتی افتخار کو تباہ کرنا چاہتے تھے ۔
265,any,اس طرح کی ناانصافی کو راجا رام موہن رائے برداشت نہیں کر پائے ۔
266,,راجا رام موہن رائے کے ایسے حسن سلوک سے بھی برطانوی حاکم لرزاں نہیں ہوئے اور ہندوستان میں اخبار اشاعت کے تئیں مسلسل مخالفت بنائے رکھی ۔
267,,مدراس کے گورنر سر ٹامس منرو نے پریس کو آزادی دینا اپنے لئے خطرناک مانا ۔
268,m,ابتدائی وقت میں جن اخبارات کی اشاعت ہندوستان میں ہوئی ان اخبارات کو انگریز انگریزی زبان میں شائع کراتے تھے ۔
269,m,ان اخبارات کا کام عوام کے لئے تفریح کی اشیا و اطلاعات دینا تھا ۔
270,m,وہ اخبار سیاست سے متعلق نہیں ہوتے تھے ۔
271,,۱۸۱۸ سے قبل ہندوستانی زبانوں میں اخبارات شائع نہیں ہوئے ۔
272,,بنگال ، بہار ، اترپردیش میں اخبارات کی ابتدا کی نصف صدی گزر جانے کے بعد راجستھان میں اس کی شروعات ابتدائی مرحلے میں ہی تھی ، راجستھان کا سب سے پہلا اخبار ` مظہرالسّرور ` مانا جاتا ہے ۔
273,m,یہ ذولسانی اخبار ہندی میں 1849 میں بھرتپور سے شائع ہوا تھا ۔
274,m,ہندوستان سے نکلنے والے بیشتر اخبارات زولسانی تھے ۔
275,m,ان میں پوری طرح ہندی کا پہلا روزنامہ ۱۸۸۵ میں `` کالاکانکر `` سے راج رام پال سنگھ کا روزنامہ ` ہندوستھان ` اور کانپور سے بابو سیتارام کا ` بھارتودیے ` تھے ۔
276,,بیداریِ آزادیِ ہند کی تشہیر کرنے والے ہندوستانی صحافت پر انگریزوں کی انسدادی پالیسی سے یہاں اس کے فروغ میں متعدد رخنے پیدا ہوئے ۔
277,,لیکن انگریزوں میں بھی آپسی مخالفت کچھ کم نہیں تھی ۔
278,,مذکورہ تنازعے کے سبب امریکہ میں سنسنی_خیز و ہیجانی صحافت کی ابتدا ہوئی ۔
279,,اسے صحافت کی تاریخ میں ` زرد صحافت ` کہہ کر خطاب کیا جاتا ہے ۔
280,m,ان دنوں پلتزر اور ہرسٹ اپنے اپنے اخبارات کے طنزیہ جملے پیلی سیاہی میں چھاپا کرتے تھے ۔
281,,اگرچہ اس سیاہی کو دھیان میں رکھ کر ہی سنسنی_خیز اور حمایت_نواز صحافت کا نام ` یلو جرنلزم ` یا ` زرد صحافت پڑا ` ۔
282,f,جب ۱۸۹۸ میں لارڈ کرزن ہندوستان کے وائسرائے بنے تو انگریزی حکومت کے پاس ہندوستانی اخبارات پر کنٹرول رکھنے کے لئے کافی طاقت تھی ۔
283,m,اس وقت ہندوستان میں اخبارات دو قسم کے تھے ۔
284,,ایک وہ اخبارات جو انگریزی زبان میں انگریزوں کے ذریعہ شائع کئے جاتے تھے ۔
285,,انھیں اینگلوانڈین اخبار کہا جاتا تھا ۔
286,,دوسرے وہ اخبارات جو ہندوستانی زبانوں ، ہندی اور انگریزی میں شائع کئے جاتے تھے ۔
287,f,کلکتہ سے آگرہ ہو کر بمبئی سے مدراس اور آگرہ سے پشاور تک کی تار کی لائنیں ۱۸۵۵ میں ہی کھولی تھی ۔
288,m,اس سے قبل ۲۰ برسوں تک دوری کے حساب سے ڈاک-ٹکٹ دینا پڑتا تھا ۔
289,,اخبارات کو لے جانے والی ریلوے لائنیں بھی ۱۸۵۷ میں شروع ہوئی جب ۲۷۴ میل کی ریلوے لائنیں کھولی گئیں ۔
290,m,راجا رام موہن رائے کا ` بنگدوت ` جو ایک ساتھ ہندی ، فارسی اور انگریزی میں شائع ہوتا تھا سماجی اصلاح کا اخبار تھا ۔
291,m,` گیان نیشن ` ہندوستانی زبانوں میں تعلیم اور بنگلہ زبان کو سرکاری زبان کا مطالبہ کرنے کے لئے مشہور تھا ۔
292,any,۱۸۵۷ میں ہی ہندی کے پہلے روزنامے ` سماچارسدھاورشن ` اور اردو و فارسی کے دو اخبارات ` دوربین ` اور ` سلطان_الاخبار ` کے خلاف یہ مقدمہ چلا کہ انھوں نے بادشاہ بہادرشاہ ظفر کا ایک فرمان چھاپا جس میں لوگوں سے مطالبہ کیا گیا کہ انگریزوں کو ہندوستان سے باہر نکال دیں ۔
