senlen,sentences
10,چیلنج کے باوجود گیمنگ تیزی سے بڑھ رہا ہے ۔
21,گیمنگ صنعت کے لیے سماجی نیٹورکنگ تحفہ ثابت ہوا ہے اور کئی آنلائن صارفین اس کے عادی ہو گئے ہیں ۔
17,آجکل سماجی نیٹورکنگ کے تئیں بھی ایک زبردست رجحان ہے اور یہ بےتحاشہ بڑھ رہا ہے ۔
9,یہ صارفین کو زیادہ بیدار بنا رہا ہے ۔
26,ہندوستان میں مجموعی گھریلو مصنوعات میں اشتہارات کا حصہ صرف 0.53 فیصد ہے جبکہ امریکہ میں یہ 1.08 فیصد اور جاپان میں 0.09 فیصد ہے ۔
17,اس سے اشارہ ملتا ہے کہ ہندوستان میں اس شعبے میں اضافے کے بہت امکانات ہیں ۔
23,رانی نے کہا مجھے کسی بھی خان سے کوئی دقت نہیں ہے بلکہ تینوں خانوں سے میں نے بہت کچھ سیکھا ہے ۔
10,شاہ_رخ اور عامر نے مجھے بہت کچھ سکھایا ہے ۔
26,شاہ_رخ ہمیشہ ہی بہت خوش_مزاج رہے ہیں اور ایک معاون ستارہ کے طور پر انہوں نے ہمیشہ مجھے سکھایا کہ بہتر کام کیسے کیا جائے ۔
10,عامر تو میرے لیے استاد کی طرح رہے ہیں ۔
28,جب میں نے اپنی زندگی کی شروعات کی تھی تب انہوں نے میرے ہاتھ پکڑ کر مجھے سکھایا تھا کہ کس طرح اداکاری کی سیڑھی چڑھنی چاہئے ۔
27,میں ان کے ساتھ تلاش فلم بھی کر رہی ہوں اور ابھی بھی مجھے لگتا ہے کہ مجھے اور بھی بہت کچھ سیکھنا ہے ان سے ۔
9,رانی نے سلمان کی تعریفوں کے پُل باندھے ۔
12,انہوں نے کہا کہ سلمان خان میرے بہت اچھے دوست ہیں ۔
24,تینوں خانوں کے ساتھ میری بہت اچھی اور الگ بونڈنگ ہے اور مجھے پتہ ہے کہ سبھی خان مجھے بہت پسند کرتے ہیں ۔
16,رانی مکھرجی نے اس سے پہلے عامرخان کے ساتھ غلام فلم میں کام کیا تھا ۔
19,اس فلم سے لےکر اب تک عامر اور رانی کی زندگی نے بہت نشیب و فراز دیکھے ہیں ۔
11,دونوں اب کافی پختہ اور سلجھے ہوئے کردار نبھاتے ہیں ۔
30,سلمان_خان کے ساتھ رانی نے ` چوری چوری چپکےچپکے ` فلم کی تھی اور شاہ_رخ کے ساتھ تو رانی کی جوڑی بالی_ووڈ کی کامیاب جوڑیوں میں سے ایک ہے ۔
20,` کچھ کچھ ہوتا ہے ` ، ` چلتےچلتے ` جیسی کامیاب فلموں میں دونوں نے کام کیا ہے ۔
20,اب سوال یہ اٹھتا ہے کہ رانی کی فلم ` ائییا ` کیا باکس_آفس پر بھیڑ جمع کر پائے_گی ۔
14,رانی کی یہ فلم ` ائییا ` اکتوبر میں جاری ہو رہی ہے ۔
18,اچھی بات تو یہ کہ رانی کی فلم کے سامنے کسی بڑے ستارے کی فلم نہیں ہے ۔
18,ہاں ، پریتی_زنٹا کی فلم ` عشق ان پیرِس ` ضرور ان کی فلم سے مقابلہ کرے_گی ۔
24,ویسے بھی رانی مکھرجی اور پریتی-زنٹا کی آپسی چشمک بالی_ووڈ میں کافی پرانی ہے اور اب ایک بار پھر دونوں آمنے سامنے ہیں ۔
13,اس وجہ سے دونوں کے مابین سخت مقابلہ ہونے کی امید ہے ۔
20,کرن_جوہر فلم صنعت کا وہ نام ہے ، جن کے ساتھ کام کرنے کے لیے ہر اداکار ترستا ہے ۔
15,آج وہ جس خان کو چاہیں ، اپنی فلم کا حصہ بنا سکتے ہیں ۔
15,وہ طویل عرصے تک یاد رکھی جانے والی فلموں کو ہی کامیاب مانتے ہیں ۔
20,اس سے پہلے اچھی کہانی کے ساتھ اچھی موسیقی کو بالی_ووڈ میں کامیابی کے لیے ضروری مانا جاتا تھا ۔
27,اب اچھی اسکرپٹ کے ساتھ ساتھ مضبوط ہدایتکاری ہی اصلی طاقت ہے جس سے بڑے ستارے کے بغیر بھی آپ بالی_ووڈ پر حکومت کر سکتے ہیں ۔
13,کرن_جوہر کی فلم ` اسٹوڈنٹ_آف_دی_ایئر ` میں کوئی بڑا ستارہ نہیں ہے ۔
24,تمام نئے چہرے ہیں لیکن فلم کے ساتھ کرن_جوہر کا نام منسلک ہونا ہی فلم کو اپنے آپ میں بڑا کر دیتا ہے ۔
25,اس میں مہیش_بھٹ کی بیٹی عالیہ ، ہدایتکار ڈیوڈدھون کا بیٹا ورون ، سدھارتھ_ملہوترا اور اداکار بومن_ایرانی کا بیٹا کایوج اداکاری کر رہے ہیں ۔
14,کرن کی فلم میں کاجول کا ہونا تقریباً ایک روایت بن گئی ہے ۔
21,کرن کا کہنا ہے کہ میں اس روایت کو نہیں توڑنا چاہتا کیونکہ میں عادتوں پر چلنے والا انسان ہوں ۔
24,سلمان کے نام عید ہے ، شاہ_رخ کے نام دیوالی اور کرسمس کے آس - پاس عامر کی فلم ` تلاش ` آئے_گی ۔
31,تو ان خانوں نے ایک طرح سے ہندوستانی تہواروں کا موسم اپنے نام کر لیے ہیں تو پھر باقی کے ہدایتکاروں کے لیے تو کہیں جگہ ہی نہیں بچی ہے ۔
22,لے دے کر ۱۹ اکتوبر کی تاریخ بچی تھی جب کرن کو یہ فلم جاری کرنے کے لیے مجبور ہونا پڑا ۔
12,ہندوستانی فلم صنعت میں آج کروڑوں روپیوں کا سرمایہ لگا ہے ۔
14,اس میں لاکھوں لوگوں کو براہِ_راست یا بالواسطہ طور پر روزگار ملتا ہے ۔
15,اس سے بھی مختلف ، ہندوستان میں فلم صنعت کی پیدائش کی کہانی ہے ۔
24,ضرورت اس بات کی ہے کہ عوام سے جڑے مسائل اور ترقی کے عمل کی گہرائی میں جانے کی کوشش ہرایک صحافی کرے ۔
12,سطحی اطلاعات کو یکجا کرنے کا مطلب اگلدان بنانے جیسا ہے ۔
20,ہندوستانی اخباروں کی سب سے بڑی دقت یہ ہے کہ وہ آج بھی سیاست سے زیادہ متاثر ہوتے ہیں ۔
14,بیشتر مقام سیاسی نشیب و فراز سے جڑی خبروں کو دیا جاتا ہے ۔
10,ہندوستانی صحافت کا آغاز کلکتہ سے مانا جاتا ہے ۔
23,یہ وہ وقت تھا جب انگریزی زبان کا علم ہونا اسے اپنایا جانا جدیدیت کی علامت کے لئے لازمی سمجھا جاتا تھا ۔
25,ہندوستان میں اس جدیدیت اور نشاۃالثانیہ کی قیادت راجا رام موہن رائے نے کی جو ایک سماج مصلح اور ترقی_پسند نظریے والے آدمی تھے ۔
28,برطانوی حکومت کے ذریعہ ہندوستان میں فن طباعت و صحافت کی راہ میں متعدد قسم کے رخنے پیدا ہونے کے باوجود ہندوستان میں صحافت کی بنیاد پڑی ۔
22,حالانکہ یہ بات الگ ہے اور اپنے آپ میں حیران_کن ہے کہ ہندوستان میں صحافت کی بنیاد انگریزوں نے ہی ڈالی ۔
20,اسی طرح اخباروں کی اشاعت کا آغاز تو ہوا لیکن پھر بھی انگریز حکومت کی انسدادی پالیسی شروع رہی ۔
18,وہ ہمیشہ ہی ہندوستان کی سرزمین سے نکلنے والے اخبارات کو شبہہ کی نظر سے دیکھتے تھے ۔
16,انگریزوں کے اس شبہہ کے سبب ہندوستانی اخبارات کی آزادی پر متعدد حملے کئے گئے ۔
19,جن اخبارات کا عیسائی مشنری کے ذریعہ انتظام ہوا کرتا تھا ان کو برطانوی حکومت فروغ دیتی تھی ۔
20,اسی فروغ کے بل پر ہندی کے اہم مراکز سے بھی عیسائی اخبارات کی اشاعت و نشریات ہونے لگی ۔
20,یہ مشنری اخبار عیسائی اخبارات کی عزت کرتے تھے اور ہندوستان کے ثقافتی افتخار کو تباہ کرنا چاہتے تھے ۔
14,اس طرح کی ناانصافی کو راجا رام موہن رائے برداشت نہیں کر پائے ۔
27,راجا رام موہن رائے کے ایسے حسن سلوک سے بھی برطانوی حاکم لرزاں نہیں ہوئے اور ہندوستان میں اخبار اشاعت کے تئیں مسلسل مخالفت بنائے رکھی ۔
16,مدراس کے گورنر سر ٹامس منرو نے پریس کو آزادی دینا اپنے لئے خطرناک مانا ۔
21,ابتدائی وقت میں جن اخبارات کی اشاعت ہندوستان میں ہوئی ان اخبارات کو انگریز انگریزی زبان میں شائع کراتے تھے ۔
15,ان اخبارات کا کام عوام کے لئے تفریح کی اشیا و اطلاعات دینا تھا ۔
9,وہ اخبار سیاست سے متعلق نہیں ہوتے تھے ۔
11,۱۸۱۸ سے قبل ہندوستانی زبانوں میں اخبارات شائع نہیں ہوئے ۔
40,بنگال ، بہار ، اترپردیش میں اخبارات کی ابتدا کی نصف صدی گزر جانے کے بعد راجستھان میں اس کی شروعات ابتدائی مرحلے میں ہی تھی ، راجستھان کا سب سے پہلا اخبار ` مظہرالسّرور ` مانا جاتا ہے ۔
13,یہ ذولسانی اخبار ہندی میں 1849 میں بھرتپور سے شائع ہوا تھا ۔
9,ہندوستان سے نکلنے والے بیشتر اخبارات زولسانی تھے ۔
34,ان میں پوری طرح ہندی کا پہلا روزنامہ ۱۸۸۵ میں `` کالاکانکر `` سے راج رام پال سنگھ کا روزنامہ ` ہندوستھان ` اور کانپور سے بابو سیتارام کا ` بھارتودیے ` تھے ۔
25,بیداریِ آزادیِ ہند کی تشہیر کرنے والے ہندوستانی صحافت پر انگریزوں کی انسدادی پالیسی سے یہاں اس کے فروغ میں متعدد رخنے پیدا ہوئے ۔
11,لیکن انگریزوں میں بھی آپسی مخالفت کچھ کم نہیں تھی ۔
14,مذکورہ تنازعے کے سبب امریکہ میں سنسنی_خیز و ہیجانی صحافت کی ابتدا ہوئی ۔
16,اسے صحافت کی تاریخ میں ` زرد صحافت ` کہہ کر خطاب کیا جاتا ہے ۔
18,ان دنوں پلتزر اور ہرسٹ اپنے اپنے اخبارات کے طنزیہ جملے پیلی سیاہی میں چھاپا کرتے تھے ۔
26,اگرچہ اس سیاہی کو دھیان میں رکھ کر ہی سنسنی_خیز اور حمایت_نواز صحافت کا نام ` یلو جرنلزم ` یا ` زرد صحافت پڑا ` ۔
25,جب ۱۸۹۸ میں لارڈ کرزن ہندوستان کے وائسرائے بنے تو انگریزی حکومت کے پاس ہندوستانی اخبارات پر کنٹرول رکھنے کے لئے کافی طاقت تھی ۔
10,اس وقت ہندوستان میں اخبارات دو قسم کے تھے ۔
15,ایک وہ اخبارات جو انگریزی زبان میں انگریزوں کے ذریعہ شائع کئے جاتے تھے ۔
7,انھیں اینگلوانڈین اخبار کہا جاتا تھا ۔
16,دوسرے وہ اخبارات جو ہندوستانی زبانوں ، ہندی اور انگریزی میں شائع کئے جاتے تھے ۔
23,کلکتہ سے آگرہ ہو کر بمبئی سے مدراس اور آگرہ سے پشاور تک کی تار کی لائنیں ۱۸۵۵ میں ہی کھولی تھی ۔
15,اس سے قبل ۲۰ برسوں تک دوری کے حساب سے ڈاک-ٹکٹ دینا پڑتا تھا ۔
21,اخبارات کو لے جانے والی ریلوے لائنیں بھی ۱۸۵۷ میں شروع ہوئی جب ۲۷۴ میل کی ریلوے لائنیں کھولی گئیں ۔
26,راجا رام موہن رائے کا ` بنگدوت ` جو ایک ساتھ ہندی ، فارسی اور انگریزی میں شائع ہوتا تھا سماجی اصلاح کا اخبار تھا ۔
22,` گیان نیشن ` ہندوستانی زبانوں میں تعلیم اور بنگلہ زبان کو سرکاری زبان کا مطالبہ کرنے کے لئے مشہور تھا ۔
55,۱۸۵۷ میں ہی ہندی کے پہلے روزنامے ` سماچارسدھاورشن ` اور اردو و فارسی کے دو اخبارات ` دوربین ` اور ` سلطان_الاخبار ` کے خلاف یہ مقدمہ چلا کہ انھوں نے بادشاہ بہادرشاہ ظفر کا ایک فرمان چھاپا جس میں لوگوں سے مطالبہ کیا گیا کہ انگریزوں کو ہندوستان سے باہر نکال دیں ۔
44,اس اخبار کے مدیر جناب شیام سندر سین دن بھر کی سماعت کے بعد غداری کے الزام سے آزاد کر دئے گئے اور اس کے بعد ہی لارڈ کینگ کا مشہور کیگنگ_ایکٹ نافذ ہوا جس میں اخبارات پر بہت پابندی لگائی گئی تھی ۔
56,ہندوستان میں انگریزی حکومت کے خلاف جدوجہد کے میدان میں جن اخبارات کا خصوصی ذکر کرنا لازمی ہے ان میں کلکتہ کا ` ہندوپیٹریَٹ ` اہم تھا جس کا قیام ۱۸۵۳ میں مصنف و ڈرامہ_نگار جناب گریش چند گھوش نے کیا تھا جو جناب ہریش چند مکھرجی کی قیادت میں غیرمعمولی مقبولیت حاصل کر گیا ۔
