bshift,sentences
0,వంటికి రోగం వస్తే డాక్టరును చూడాలి గాని పిచ్చి నమ్మకాలతో పిల్లను చంపేస్తారా .
1,దవాఖానాలో డాక్టరు అమ్మాయిని చూశాడు ణూLL రోగం ముదిరింది ణూLL ఇంక బస్తీకి . పొమ్మన్నాడు
0,కన్నీటితో అమ్మ కూలబడి ఏడిచింది
1,కంగారు నాన్న పడి బతిమిలాడుకున్నాడు .
1,ఇక ఏం మాకు తోచలేదు .
0,ఇటు మీ దగ్గరకి వచ్చాం ఏదో మీ దయ సామీ బిడ్డను దక్కించండి .
0,కన్నతండ్రి బాధతో కాళ్లావేళ్లా పడసాగె ణూLL డాక్టరు పదపదమని బస్తీ అపుడు తీసుకుపోయె .
0,తరగని రోగం ముదిరింది .
0,ఇంత ముంచుకొచ్చింది .
0,ముందే మందులు వేస్తే ఎపుడో సరిపోయేది .
0,మల్లి పడిన బాధ చూసి అందరూ భయపడినారు .
0,ఆ తరువాత ఎపుడూ ఆ ఊరిలో తాయెత్తులు నమ్మలేదు .
0,చదువుకున్న ఈ మామ కాపాడెను నా తల్లిని అంటుంటే రామయ్య నవ్వాడు
0,గంజాయి దొంగతనం చాలా ఎక్కువగా జరుగుతుండేది .
0,పోలిసులు కలవరపడేవారు .
0,"పగలు , రాత్రి విశ్రాంతి , సుఖం ఉండేది ."
1,ఆ ముసలమ్మను చూడగానే నాకు కలిగింది అనుమానం .
0,చాలా రోజుల పోలిసు శాఖలో పని చేస్తున్నాను .
0,అనుమానించుటకు కచ్చితమైన ఆధారాలు లేకపోయినప్పటికి అనుమానిస్తాను .
0,ఆశ్చర్యపడవలసిన విషయం ఏమి లేదు .
0,ఎవరైనా మోసగాళ్లు ఆ ముసలమ్మ గంజాయి పంపించే ఆలోచన చేయవచ్చు .
0,రెండవ చేతితో దుప్పటి పట్టుకుంది .
0,ఒకసారి నావైపు చూసింది కాని మాట వినిపించలేదేమో తన ఆలోచనలలో నడుస్తూ వెళుతుంది .
0,నా అనుమానం మరీ ఎక్కువ ఐంది .
1,మళ్లి ఆమె వినిపించుకోకుండానే వెళ్లిపోతుంది .
0,నా సిపాయి ముందుకు వెళ్లి ఆమెను ఆపివేసినాడు .
0,అని అడిగాను .
0,ఆమె చేతివేళ్లను కదిలించింది .
0,నాకు ఏమీ అర్ధం కాలేదు .
0,ఆమె నడక అర్ధమయిపోయింది .
0,కానీ నేను ప్రశ్న మళ్లీ పలికించాను .
0,ఆమె ఏంటో మాట్లాడసాగింది .
0,నేను ఆలోచించసాగాను .
1,ఈమె నన్ను చేయుటలేదు పిచ్చివాణ్ణి కదా ?
0,అయితే లాహోర్ వంటి ప్రదేశంలో ఒంటరిగా ఏమి చేస్తోంది ?
0,ఇక్కడ ఈమెకు ఏమి పని ?
1,"నేను ఆలోచనలలోనే మునిగిపోయాను , నా సిపాయి రెండు ఖాసిం చేతులతో ఏదో సైగ చేశాడు ."
1,"ఇట్లా అన్నాడు అయిపోయింది "" ."
0,కాశ్మీరు పని అయిపోయిందని .
0,స్త్రీ గాఢంగా నిట్టూర్పు విడిచింది .
0,నాకు ఆమె కాశ్మీరు స్త్రీ అని అర్ధమైంది .
1,ఆమె తన మూటమీద వేయనీయటం చేయి .
1,పెరిగింది అనుమానం .
0,ఖాసిం మళ్లీ అడిగాడు .
0,అయినా సమాధానం సరిగా రాలేదు .
0,ఆమె పెద్దగా నిట్టూర్పు విడిచింది .
1,వెదుకుతూ అతని లాహోర్ వచ్చింది .
1,తిరిగి వెనక్కి . రాలేదు
1,ఆమె చాలా అతనికి ఉత్తరాలు రాసింది .
0,అయినా ఇంటికి రాలేదు .
1,ఇప్పుడు అతనిని తీసుకొని వెళ్లటానికి వెతుకుతూ ఇక్కడకు స్వయంగా వచ్చిందని . చెప్పినాడు
0,పీర్హుస్సేన్ మాటను ఆమె అంగీకరించింది .
0,చాలా సందేహిస్తూ తన మూటను విప్పింది .
0,మూట గుడ్డ కొంచెం తడితడిగా ఉంది .
0,ఆ గుడ్డలలోనే చాలా రోజుల క్రితం చేసిన రొట్టె పిండి పిండి అయింది .
1,కాశ్మీర్ సంప్రదాయంతో జాకెట్ ఒక ఉన్నది .
0,"అక్కడక్కడ పూలు , ఆకులు కుట్టబడి ."
0,ఆమె జాకెట్ మడతలను నెమ్మది నెమ్మదిగా తెరచింది .
