 depth,sentences
3,ముందే మందులు వేస్తే ఎపుడో సరిపోయేది .
5,మల్లి పడిన బాధ చూసి అందరూ భయపడినారు .
3,ఆ తరువాత ఎపుడూ ఆ ఊరిలో తాయెత్తులు నమ్మలేదు .
5,చదువుకున్న ఈ మామ కాపాడెను నా తల్లిని అంటుంటే రామయ్య నవ్వాడు
3,గంజాయి దొంగతనం చాలా ఎక్కువగా జరుగుతుండేది .
2,పోలిసులు కలవరపడేవారు .
3,"పగలు , రాత్రి విశ్రాంతి , సుఖం ఉండేది ."
3,ఆ ముసలమ్మను చూడగానే నాకు అనుమానం కలిగింది .
2,చాలా రోజుల పోలిసు శాఖలో పని చేస్తున్నాను .
4,అనుమానించుటకు కచ్చితమైన ఆధారాలు లేకపోయినప్పటికి అనుమానిస్తాను .
3,ఆశ్చర్యపడవలసిన విషయం ఏమి లేదు .
4,ఎవరైనా మోసగాళ్లు ఆ ముసలమ్మ గంజాయి పంపించే ఆలోచన చేయవచ్చు .
3,రెండవ చేతితో దుప్పటి పట్టుకుంది .
4,ఒకసారి నావైపు చూసింది కాని మాట వినిపించలేదేమో తన ఆలోచనలలో నడుస్తూ వెళుతుంది .
3,నా అనుమానం మరీ ఎక్కువ ఐంది .
3,మళ్లి వినిపించుకోకుండానే ఆమె వెళ్లిపోతుంది .
3,నా సిపాయి ముందుకు వెళ్లి ఆమెను ఆపివేసినాడు .
2,అని అడిగాను .
2,ఆమె చేతివేళ్లను కదిలించింది .
2,నాకు ఏమీ అర్ధం కాలేదు .
3,ఆమె నడక అర్ధమయిపోయింది .
2,కానీ నేను ప్రశ్న మళ్లీ పలికించాను .
2,ఆమె ఏంటో మాట్లాడసాగింది .
2,నేను ఆలోచించసాగాను .
2,ఈమె నన్ను పిచ్చివాణ్ణి చేయుటలేదు కదా ?
2,అయితే లాహోర్ వంటి ప్రదేశంలో ఒంటరిగా ఏమి చేస్తోంది ?
2,ఇక్కడ ఈమెకు ఏమి పని ?
5,"నేను ఆలోచనలలోనే మునిగిపోయాను , నా సిపాయి ఖాసిం రెండు చేతులతో ఏదో సైగ చేశాడు ."
2,"ఇట్లా అన్నాడు "" అయిపోయింది ."
3,కాశ్మీరు పని అయిపోయిందని .
2,స్త్రీ గాఢంగా నిట్టూర్పు విడిచింది .
3,నాకు ఆమె కాశ్మీరు స్త్రీ అని అర్ధమైంది .
3,ఆమె తన మూటమీద చేయి వేయనీయటం .
2,అనుమానం పెరిగింది .
2,ఖాసిం మళ్లీ అడిగాడు .
2,అయినా సమాధానం సరిగా రాలేదు .
2,ఆమె పెద్దగా నిట్టూర్పు విడిచింది .
3,అతని వెదుకుతూ లాహోర్ వచ్చింది .
2,తిరిగి వెనక్కి రాలేదు .
2,ఆమె అతనికి చాలా ఉత్తరాలు రాసింది .
2,అయినా ఇంటికి రాలేదు .
5,ఇప్పుడు అతనిని తీసుకొని వెళ్లటానికి వెతుకుతూ ఇక్కడకు స్వయంగా వచ్చిందని చెప్పినాడు .
3,పీర్హుస్సేన్ మాటను ఆమె అంగీకరించింది .
3,చాలా సందేహిస్తూ తన మూటను విప్పింది .
3,మూట గుడ్డ కొంచెం తడితడిగా ఉంది .
5,ఆ గుడ్డలలోనే చాలా రోజుల క్రితం చేసిన రొట్టె పిండి పిండి అయింది .
3,కాశ్మీర్ సంప్రదాయంతో ఒక జాకెట్ ఉన్నది .
3,"అక్కడక్కడ పూలు , ఆకులు కుట్టబడి ."
3,ఆమె జాకెట్ మడతలను నెమ్మది నెమ్మదిగా తెరచింది .
2,ఆమె దానిని చూపించవద్దనుకుంటుంది .
3,ఆమె తన బుట్టలోంచి ఒక కత్తిని బయటకు తీసింది .
2,సమాధానం చెప్పలేదు .
4,"ఆఖరికి ముఖం ముడుచుకొని "" అలాగే ఎలాగో వచ్చిందని "" అంది ."
2,గ్రామం ఇంతవరకు కాలు పెట్టలేదు .
2,ఈ రోజు లాహోర్ ఒంటరిగా వచ్చింది .
5,తన భర్తను వెతకటానికి వచ్చానని అంటుంది .
