,gender,sentences
442,f,గుప్పెడు ఉప్పుతో దిగతుడిచింది తల్లి పోతుంది దిష్టి అని .
443,any,పొద్దు బారెడయినా లేవలేదు నాగమల్లి
444,,లేచిన మాటా పలుకూ NULL లేదు .
445,,ఇంటిలోన కళ లేదు చేనులోన సందడే లేదు .
446,n,మంచంలోని మల్లిని చుట్టూ ఉన్న మందిని మంత్రాలు తాయెత్తులను చూచి మామ తెల్లబోయె .
447,,ఇది ఏమి తెలివి ఇట్లా చంపుతున్నారు .
448,,తాళ్లూ తాయెత్తు అంటూ ప్రాణం తీస్తున్నారు .
449,,ఇకనైనా కళ్లు తెరచి దవాఖానాకు పదండి .
450,,వంటికి రోగం వస్తే డాక్టరును చూడాలి గాని పిచ్చి నమ్మకాలతో పిల్లను చంపేస్తారా .
451,,దవాఖానాలో డాక్టరు అమ్మాయిని చూశాడు రోగం ముదిరింది ఇంక బస్తీకి పొమ్మన్నాడు .
452,f,కన్నీటితో అమ్మ కూలబడి ఏడిచింది
453,m,కంగారు పడి నాన్న బతిమిలాడుకున్నాడు .
454,any,ఇక మాకు ఏం తోచలేదు .
455,,ఇటు మీ దగ్గరకి వచ్చాం ఏదో మీ దయ సామీ బిడ్డను దక్కించండి .
456,,కన్నతండ్రి బాధతో కాళ్లావేళ్లా పడసాగె డాక్టరు పదపదమని బస్తీ అపుడు తీసుకుపోయె .
457,f,తరగని రోగం ముదిరింది .
458,f,ఇంత ముంచుకొచ్చింది .
459,,ముందే మందులు వేస్తే ఎపుడో సరిపోయేది .
460,,మల్లి పడిన బాధ చూసి అందరూ భయపడినారు .
461,,ఆ తరువాత ఎపుడూ ఆ ఊరిలో తాయెత్తులు నమ్మలేదు .
462,m,చదువుకున్న ఈ మామ కాపాడెను నా తల్లిని అంటుంటే రామయ్య నవ్వాడు
463,,గంజాయి దొంగతనం చాలా ఎక్కువగా జరుగుతుండేది .
464,,పోలిసులు కలవరపడేవారు .
465,,"పగలు , రాత్రి విశ్రాంతి , సుఖం ఉండేది ."
466,f,ఆ ముసలమ్మను చూడగానే నాకు అనుమానం కలిగింది .
467,,చాలా రోజుల పోలిసు శాఖలో పని చేస్తున్నాను .
468,,అనుమానించుటకు కచ్చితమైన ఆధారాలు లేకపోయినప్పటికి అనుమానిస్తాను .
469,f,ఆశ్చర్యపడవలసిన విషయం ఏమి లేదు .
470,any,ఎవరైనా మోసగాళ్లు ఆ ముసలమ్మ గంజాయి పంపించే ఆలోచన చేయవచ్చు .
471,f,రెండవ చేతితో దుప్పటి పట్టుకుంది .
472,f,ఒకసారి నావైపు చూసింది కాని మాట వినిపించలేదేమో తన ఆలోచనలలో నడుస్తూ వెళుతుంది .
473,f,నా అనుమానం మరీ ఎక్కువ ఐంది .
474,f,మళ్లి వినిపించుకోకుండానే ఆమె వెళ్లిపోతుంది .
475,m,నా సిపాయి ముందుకు వెళ్లి ఆమెను ఆపివేసినాడు .
476,,అని అడిగాను .
477,f,ఆమె చేతివేళ్లను కదిలించింది .
478,any,నాకు ఏమీ అర్ధం కాలేదు .
479,,ఆమె నడక అర్ధమయిపోయింది .
480,,కానీ నేను ప్రశ్న మళ్లీ పలికించాను .
481,f,ఆమె ఏంటో మాట్లాడసాగింది .
482,,నేను ఆలోచించసాగాను .
483,,ఈమె నన్ను పిచ్చివాణ్ణి చేయుటలేదు కదా ?
484,f,అయితే లాహోర్ వంటి ప్రదేశంలో ఒంటరిగా ఏమి చేస్తోంది ?
485,,ఇక్కడ ఈమెకు ఏమి పని ?
486,,"నేను ఆలోచనలలోనే మునిగిపోయాను , నా సిపాయి ఖాసిం రెండు చేతులతో ఏదో సైగ చేశాడు ."
487,m,"ఇట్లా అన్నాడు "" అయిపోయింది ."
488,f,కాశ్మీరు పని అయిపోయిందని .
489,f,స్త్రీ గాఢంగా నిట్టూర్పు విడిచింది .
490,,నాకు ఆమె కాశ్మీరు స్త్రీ అని అర్ధమైంది .
491,any,ఆమె తన మూటమీద చేయి వేయనీయటం .
492,f,అనుమానం పెరిగింది .
493,m,ఖాసిం మళ్లీ అడిగాడు .
494,any,అయినా సమాధానం సరిగా రాలేదు .
495,f,ఆమె పెద్దగా నిట్టూర్పు విడిచింది .
496,f,అతని వెదుకుతూ లాహోర్ వచ్చింది .
497,any,తిరిగి వెనక్కి రాలేదు .
498,f,ఆమె అతనికి చాలా ఉత్తరాలు రాసింది .
